0,1,Apr,Aug,City,Country,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Ref.,Sep,Year
,"This article may be too long to read and navigate comfortably. Please consider splitting content into sub-articles, condensing it, or adding subheadings. (June 2017)",,,,,,,,,,,,,,,,
,,283.5,307.3,Upington,South Africa,367.0,298.7,352.9,289.8,270.3,297.5,290.5,345.2,328.9,[50],300.2,3731.8
,,206.4,217.0,Durban,South Africa,189.9,178.8,184.0,230.4,224.9,201.6,223.6,166.1,169.4,[51],173.3,2365.4
,,282.0,332.0,Maun,Botswana,214.0,207.0,245.0,313.0,300.0,257.0,310.0,264.0,291.0,[15],315.0,3330.0
,,260.5,313.6,Gaborone,Botswana,285.2,261.5,280.6,292.4,260.0,264.4,284.2,265.5,295.4,[52],308.4,3371.0
,,282.0,319.0,Ghanzi,Botswana,267.0,280.0,295.0,316.0,306.0,313.0,316.0,300.0,279.0,[15],305.0,3579.0
,,243.0,297.6,Ndola,Zambia,158.1,142.8,151.9,297.6,276.0,192.2,279.0,207.0,269.7,[53],279.0,2793.9
,,246.0,303.8,Lusaka,Zambia,182.9,168.0,176.7,294.5,270.0,220.1,275.9,234.0,272.8,[54],291.0,2935.7
,,273.0,319.3,Livingstone,Zambia,207.7,196.0,213.9,310.0,288.0,251.1,303.8,228.0,279.0,[55],297.0,3166.8
,,249.0,300.7,Harare,Zimbabwe,198.4,190.4,217.0,279.0,264.0,232.5,269.7,231.0,285.2,[56],294.0,3010.9
,,252.0,300.7,Bulawayo,Zimbabwe,226.3,212.8,244.9,288.3,267.0,251.1,279.0,237.0,272.8,[57],288.0,3119.9
,,222.0,306.9,Karonga,Malawi,213.9,170.8,176.7,285.2,264.0,207.7,254.2,273.0,319.3,[58],306.0,2999.7
,,237.0,260.4,Blantyre,Malawi,198.4,182.0,198.4,232.3,237.0,217.0,260.4,228.0,275.9,[59],270.0,2797.0
,,171.0,275.9,Mzuzu,Malawi,176.7,142.1,145.7,238.5,219.0,164.3,217.0,252.0,300.7,[60],288.0,2590.9
,,184.8,191.1,Fianarantsoa,Madagascar,190.1,171.0,191.1,163.5,165.9,175.4,186.0,208.0,230.4,[61],220.5,2277.8
,,196.9,184.6,Toamasina,Madagascar,219.2,198.2,224.7,162.8,162.5,191.0,192.1,236.0,232.7,[62],209.7,2410.4
,,220.5,235.0,Antananarivo,Madagascar,201.1,178.0,210.5,213.9,206.1,199.1,228.8,232.7,251.0,[63],249.5,2626.2
,,256.4,283.6,Antsiranana,Madagascar,228.9,170.0,189.2,273.1,256.5,214.9,284.8,281.5,306.8,[64],293.3,3039.0
,,269.9,303.1,Mahajanga,Madagascar,227.3,184.9,209.0,291.5,282.9,244.8,294.9,288.2,319.7,[65],307.0,3223.2
